data,tipo,detalhes,longitude,latitude
2/24/2014,Colisoes,Moto,"-34,925,988","-8,029,113"
2/28/2014,Colisoes,Moto,"-34,903,339","-8,020,438"
3/1/2014,Ciclistas,Ciclista,"-34,949,516","-8,034,818"
3/1/2014,Atropelamentos,Pedestre,"-34,924,636","-8,011,427"
3/2/2014,Atropelamentos,Pedestre,"-34,941,486","-8,016,449"
3/3/2014,Atropelamentos,Pedestre,"-34,895,518","-8,115,814"
3/4/2014,Ciclistas,Ciclista,"-34,895,561","-8,115,803"
3/4/2014,Atropelamentos,Pedestre,"-34,932,779","-8,069,481"
3/4/2014,Atropelamentos,Pedestre,"-34,876,217","-8,061,715"
3/5/2014,Atropelamentos,Pedestre,"-34,886,355","-8,021,134"
3/6/2014,Atropelamentos,Pedestre,"-34,911,858","-8,095,959"
3/6/2014,Atropelamentos,Pedestre,"-34,879,929","-8,056,723"
3/7/2014,Atropelamentos,Pedestre,"-34,917,791","-8,026,011"
3/7/2014,Atropelamentos,Pedestre,"-34,878,695","-8,039,858"
3/7/2014,Atropelamentos,Pedestre,"-34,949,956","-8,034,456"
3/7/2014,Atropelamentos,Pedestre,"-3,489,908","-8,078,228"
3/9/2014,Ciclistas,Ciclista,"-34,882,665","-8,066,262"
3/10/2014,Atropelamentos,Pedestre,"-34,890,389","-8,019,902"
3/10/2014,Atropelamentos,Pedestre,"-34,918,655","-802,311"
3/10/2014,Atropelamentos,Pedestre,"-34,928,455","-8,097,728"
3/11/2014,Atropelamentos,Pedestre,"-34,932,878","-8,082,605"
3/12/2014,Atropelamentos,Pedestre,"-34,873,803","-8,049,945"
3/13/2014,Atropelamentos,Pedestre,"-34,879,913","-8,055,097"
3/14/2014,Atropelamentos,Pedestre,"-34,890,121","-8,108,453"
3/14/2014,Atropelamentos,Pedestre,"-34,899,992","-8,132,221"
3/15/2014,Atropelamentos,Pedestre,"-34,924,003","-804,236"
3/15/2014,Atropelamentos,Pedestre,"-34,937,929","-808,602"
3/16/2014,Ciclistas,Ciclista,"-34,881,871","-8,024,194"
3/16/2014,Atropelamentos,Pedestre,"-34,917,952","-800,336"
3/16/2014,Atropelamentos,Pedestre,"-34,931,467","-8,013,851"
3/16/2014,Atropelamentos,Acidente com animal,"-34,914,851","-8,013,846"
3/17/2014,Atropelamentos,Acidente com animal,"-3,490,026","-8,077,819"
3/18/2014,Atropelamentos,Pedestre,"-34,916,289","-8,062,416"
3/19/2014,Atropelamentos,Pedestre,"-34,926,068","-8,018,478"
3/20/2014,Atropelamentos,Pedestre,"-34,930,183","-8,016,332"
3/21/2014,Ciclistas,Ciclista,"-34,921,288","-8,106,403"
3/21/2014,Atropelamentos,Pedestre,"-3,488,017","-8,036,257"
3/22/2014,Ciclistas,Ciclista,"-34,891,752","-804,739"
3/22/2014,Atropelamentos,Pedestre,"-34,917,971","-8,037,943"
3/23/2014,Ciclistas,Ciclista,"-34,929,882","-8,088,378"
3/23/2014,Atropelamentos,Pedestre,"-3,492,584","-8,029,315"
3/23/2014,Atropelamentos,Pedestre,"-34,888,351","-8,020,715"
3/25/2014,Ciclistas,Ciclista,"-34,911,847","-8,108,846"
3/25/2014,Atropelamentos,Pedestre,"-34,908,669","-8,041,027"
3/26/2014,Atropelamentos,Pedestre,"-34,882,177","-8,059,925"
3/28/2014,Ciclistas,Ciclista,"-34,874,886","-8,044,623"
3/28/2014,Atropelamentos,Pedestre,"-34,915,473","-8,022,048"
3/28/2014,Atropelamentos,Pedestre,"-34,882,304","-8,043,935"
3/28/2014,Atropelamentos,Pedestre,"-34,907,518","-8,087,029"
3/28/2014,Atropelamentos,Pedestre,"-34,906,896","-8,080,268"
3/29/2014,Atropelamentos,Pedestre,"-34,933,739","-8,089,392"
3/30/2014,Atropelamentos,Pedestre,"-34,905,404","-8,061,264"
3/30/2014,Atropelamentos,Pedestre,"-34,893,707","-8,059,283"
3/30/2014,Atropelamentos,Pedestre,"-34,914,556","-8,139,169"
3/30/2014,Atropelamentos,Pedestre,"-34,907,244","-8,058,922"
3/31/2014,Atropelamentos,Pedestre,"-34,878,411","-8,064,084"
3/31/2014,Atropelamentos,Pedestre,"-34,876,195","-8,065,274"
4/1/2014,Atropelamentos,Pedestre,"-34,886,001","-8,096,546"
4/1/2014,Colisoes,Moto,"-349,007","-8,067,484"
4/1/2014,Colisoes,Moto,"-34,937,038","-8,110,567"
4/1/2014,Colisoes,Caminhão,"-34,908,248","-8,061,758"
4/1/2014,Colisoes,Moto,"-34,919,336","-8,037,431"
4/1/2014,Colisoes,Moto,"-34,892,364","-8,110,522"
4/1/2014,Colisoes,Moto,"-34,956,468","-8,090,661"
4/2/2014,Atropelamentos,Pedestre,"-34,910,265","-8,013,934"
4/2/2014,Colisoes,Taxi,"-34,895,673","-803,111"
4/2/2014,Colisoes,Onibus,"-34,909,444","-8,006,314"
4/2/2014,Colisoes,Taxi,"-34,939,989","-804,713"
4/2/2014,Colisoes,Moto,"-34,887,916","-8,043,712"
4/2/2014,Colisoes,Moto,"-34,923,193","-8,067,245"
4/2/2014,Colisoes,Moto,"-34,936,352","-8,109,961"
4/3/2014,Colisoes,Moto,"-3,488,627","-8,043,757"
4/3/2014,Colisoes,Moto,"-34,887,922","-8,062,007"
4/3/2014,Colisoes,Moto,"-34,908,907","-8,109,489"
4/4/2014,Atropelamentos,Pedestre,"-34,942,607","-811,866"
4/4/2014,Colisoes,Moto,"-34,897,535","-8,119,117"
4/4/2014,Colisoes,Moto,"-34,961,361","-8,034,881"
4/4/2014,Colisoes,Moto,"-34,893,833","-8,118,119"
4/4/2014,Colisoes,Moto,"-34,897,825","-8,026,388"
4/4/2014,Colisoes,Moto,"-34,911,665","-8,062,533"
4/5/2014,Colisoes,Moto,"-34,909,798","-8,119,839"
4/5/2014,Colisoes,Taxi,"-34,989,964","-8,036,135"
4/5/2014,Colisoes,Ciclomotor,"-34,888,834","-8,018,287"
4/5/2014,Colisoes,Moto,"-34,948,443","-813,327"
4/5/2014,Colisoes,Taxi,"-34,894,187","-8,072,752"
4/6/2014,Atropelamentos,Pedestre,"-34,910,785","-810,327"
4/6/2014,Atropelamentos,Pedestre,"-34,929,936","-8,074,165"
4/6/2014,Colisoes,Moto,"-34,893,512","-8,112,447"
4/6/2014,Colisoes,Moto,"-34,914,025","-8,001,203"
4/7/2014,Atropelamentos,Pedestre,"-34,897,229","-8,114,847"
4/7/2014,Colisoes,Moto,"-34,879,253","-8,039,694"
4/7/2014,Colisoes,Moto,"-34,902,599","-8,042,296"
4/7/2014,Colisoes,Moto,"-34,889,166","-8,060,048"
4/7/2014,Colisoes,Ciclomotor,"-34,928,316","-8,067,622"
4/7/2014,Colisoes,Ciclomotor,"-34,913,435","-8,116,886"
4/7/2014,Colisoes,Moto,"-34,938,511","-8,036,079"
4/7/2014,Colisoes,Moto,"-34,893,631","-806,309"
4/7/2014,Colisoes,Moto,"-3,488,134","-803,214"
4/7/2014,Colisoes,Moto,"-3,493,854","-8,040,809"
4/8/2014,Atropelamentos,Pedestre,"-34,911,429","-8,067,473"
4/8/2014,Atropelamentos,Pedestre,"-34,904,986","-8,031,423"
4/8/2014,Atropelamentos,Pedestre,"-34,893,678","-802,421"
4/8/2014,Colisoes,Moto,"-34,888,785","-806,128"
4/8/2014,Colisoes,Moto,"-34,910,066","-8,099,541"
4/8/2014,Colisoes,Moto,"-34,911,144","-8,141,129"
4/8/2014,Colisoes,Moto,"-3,489,342","-8,079,556"
4/8/2014,Colisoes,Moto,"-34,909,599","-8,086,083"
4/8/2014,Colisoes,Onibus,"-34,889,826","-8,105,723"
4/9/2014,Colisoes,Moto,"-34,943,985","-804,466"
4/9/2014,Colisoes,Moto,"-34,935,826","-8,020,736"
4/10/2014,Atropelamentos,Pedestre,"-34,908,854","-8,092,273"
4/10/2014,Atropelamentos,Pedestre,"-34,879,293","-8,038,711"
4/10/2014,Atropelamentos,Pedestre,"-34,880,902","-8,052,949"
4/10/2014,Colisoes,Taxi,"-34,935,172","-8,063,702"
4/10/2014,Colisoes,Moto,"-34,938,806","-8,008,895"
4/10/2014,Colisoes,Moto,"-34,896,427","-8,033,665"
4/11/2014,Ciclistas,Ciclista,"-34,887,428","-8,043,454"
4/11/2014,Atropelamentos,Pedestre,"-34,891,366","-808,534"
4/11/2014,Atropelamentos,Pedestre,"-34,915,063","-8,124,651"
4/11/2014,Colisoes,Moto,"-34,904,873","-8,049,945"
4/11/2014,Colisoes,Moto,"-34,931,417","-8,087,124"
4/11/2014,Colisoes,Moto,"-34,897,669","-806,367"
4/11/2014,Colisoes,Moto,"-34,886,664","-8,085,499"
4/11/2014,Colisoes,Moto,"-348,851","-8,088,965"
4/11/2014,Colisoes,Moto,"-34,917,855","-8,016,662"
4/11/2014,Colisoes,Moto,"-34,975,491","-8,036,645"
4/11/2014,Colisoes,Moto,"-34,924,196","-8,060,834"
4/11/2014,Colisoes,Moto,"-34,904,235","-8,039,582"
4/12/2014,Colisoes,Moto,"-34,912,984","-8,032,194"
4/12/2014,Colisoes,Moto,"-34,897,723","-8,069,831"
4/12/2014,Colisoes,Moto,"-34,913,537","-8,134,788"
4/12/2014,Colisoes,Moto,"-34,919,422","-805,668"
4/12/2014,Colisoes,Moto,"-34,927,812","-8,084,554"
4/12/2014,Colisoes,Moto,"-34,918,199","-8,109,855"
4/12/2014,Colisoes,Moto,"-3,489,952","-8,129,834"
4/13/2014,Atropelamentos,Pedestre,"-3,491,322","-8,010,106"
4/13/2014,Atropelamentos,Pedestre,"-34,920,245","-8,080,908"
4/13/2014,Colisoes,Moto,"-34,892,642","-8,056,701"
4/13/2014,Colisoes,Moto,"-34,883,968","-8,022,271"
4/13/2014,Colisoes,Moto,"-34,888,185","-810,421"
4/13/2014,Colisoes,Taxi,"-34,930,365","-8,140,826"
4/13/2014,Colisoes,Moto,"-34,892,567","-8,030,133"
4/13/2014,Colisoes,Moto,"-34,912,105","-8,053,962"
4/13/2014,Colisoes,Onibus,"-3,489,098","-8,086,923"
4/13/2014,Colisoes,Moto,"-34,905,775","-8,053,201"
4/14/2014,Atropelamentos,Pedestre,"-34,905,831","-8,080,491"
4/14/2014,Colisoes,Moto,"-3,490,402","-8,055,676"
4/14/2014,Colisoes,Moto,"-34,904,552","-800,021"
4/15/2014,Ciclistas,Ciclista,"-3,493,691","-812,515"
4/15/2014,Ciclistas,Ciclista,"-34,918,756","-8,047,109"
4/15/2014,Atropelamentos,Pedestre,"-34,882,659","-8,061,418"
4/15/2014,Atropelamentos,Pedestre,"-34,889,976","-8,045,266"
4/15/2014,Colisoes,Moto,"-34,956,983","-8,090,821"
4/15/2014,Colisoes,Onibus,"-34,918,832","-8,148,091"
4/15/2014,Colisoes,Ciclomotor,"-34,897,261","-8,062,438"
4/15/2014,Colisoes,Moto,"-34,916,916","-8,028,029"
4/15/2014,Colisoes,Moto,"-34,910,227","-8,004,986"
4/15/2014,Colisoes,Moto,"-34,895,571","-8,121,018"
4/16/2014,Atropelamentos,Pedestre,"-34,889,274","-8,039,303"
4/16/2014,Colisoes,Moto,"-34,881,664","-8,049,459"
4/17/2014,Atropelamentos,Pedestre,"-3,489,224","-8,039,619"
4/17/2014,Colisoes,Moto,"-34,914,647","-8,097,491"
4/17/2014,Colisoes,Moto,"-34,911,375","-810,686"
4/18/2014,Atropelamentos,Pedestre,"-34,931,427","-7,989,006"
4/18/2014,Colisoes,Moto,"-3,489,054","-8,112,808"
4/18/2014,Colisoes,Moto,"-34,942,102","-8,118,097"
4/18/2014,Colisoes,Ciclomotor,"-34,886,886","-8,006,797"
4/19/2014,Atropelamentos,Pedestre,"-34,899,799","-8,123,594"
4/19/2014,Colisoes,Moto,"-34,927,447","-8,054,237"
4/19/2014,Colisoes,Moto,"-34,948,846","-8,083,741"
4/19/2014,Colisoes,Moto,"-34,946,319","-8,092,828"
4/19/2014,Colisoes,Moto,"-34,900,357","-8,038,355"
4/19/2014,Colisoes,Moto,"-34,982,915","-8,069,725"
4/19/2014,Colisoes,Moto,"-34,900,399","-8,029,612"
4/19/2014,Colisoes,Moto,"-3,488,054","-8,054,566"
4/19/2014,Colisoes,Moto,"-34,910,216","-809,883"
4/20/2014,Colisoes,Moto,"-34,889,043","-8,009,315"
4/20/2014,Colisoes,Moto,"-34,884,945","-8,087,162"
4/21/2014,Atropelamentos,Pedestre,"-3,489,555","-8,115,739"
4/21/2014,Colisoes,Taxi,"-34,931,878","-7,986,642"
4/21/2014,Colisoes,Taxi,"-34,902,143","-8,031,105"
4/21/2014,Colisoes,Taxi,"-34,910,538","-8,135,473"
4/21/2014,Colisoes,Moto,"-34,897,666","-8,002,842"
4/21/2014,Colisoes,Taxi,"-34,929,786","-8,089,344"
4/21/2014,Colisoes,Moto,"-34,954,886","-803,163"
4/22/2014,Colisoes,Ônibus,"-34,897,036","-8,045,441"
4/22/2014,Colisoes,Ciclomotor,"-34,931,138","-8,022,499"
4/22/2014,Colisoes,Moto,"-34,904,197","-8,046,864"
4/22/2014,Colisoes,Moto,"-34,924,534","-8,115,336"
4/23/2014,Colisoes,Ciclomotor,"-34,905,185","-8,081,282"
4/24/2014,Colisoes,Moto,"-3,488,318","-8,095,856"
4/24/2014,Colisoes,Moto,"-34,907,641","-8,087,485"
4/24/2014,Colisoes,Moto,"-3,489,378","-8,023,918"
4/24/2014,Colisoes,Moto,"-34,911,268","-8,141,039"
4/24/2014,Colisoes,Moto,"-34,920,688","-80,809"
4/24/2014,Colisoes,Moto,"-34,915,044","-804,032"
4/24/2014,Colisoes,Ciclomotor,"-34,916,096","-807,561"
4/24/2014,Colisoes,Onibus,"-34,916,643","-8,021,564"
4/24/2014,Colisoes,Moto,"-34,908,521","-81,243"
4/25/2014,Ciclistas,Ciclista,"-34,914,701","-8,080,666"
4/25/2014,Ciclistas,Acidente com morte,"-34,889,553","-8,084,224"
4/25/2014,Colisoes,Moto,"-34,904,321","-8,080,374"
4/25/2014,Colisoes,Moto,"-34,943,111","-8,093,062"
4/25/2014,Colisoes,Taxi,"-34,943,208","-8,077,169"
4/25/2014,Colisoes,Moto,"-34,890,516","-8,036,942"
4/25/2014,Colisoes,Moto,"-34,906,767","-8,080,278"
4/26/2014,Colisoes,Moto,"-34,958,306","-8,029,761"
4/26/2014,Colisoes,Moto,"-34,912,244","-8,109,961"
4/26/2014,Colisoes,Moto,"-34,959,408","-8,115,251"
4/26/2014,Colisoes,Moto,"-34,914,063","-8,119,914"
4/26/2014,Colisoes,Taxi,"-34,935,772","-8,109,547"
4/26/2014,Colisoes,Ciclomotor,"-34,917,466","-8,109,271"
4/26/2014,Colisoes,Taxi,"-34,934,737","-8,052,272"
4/26/2014,Colisoes,Moto,"-3,489,363","-8,024,465"
4/27/2014,Colisoes,Moto,"-34,949,398","-808,407"
4/27/2014,Colisoes,Moto,"-34,880,508","-8,035,381"
4/27/2014,Colisoes,Taxi,"-34,910,613","-809,098"
4/27/2014,Colisoes,Ciclomotor,"-34,894,799","-8,069,693"
4/27/2014,Colisoes,Taxi,"-34,879,532","-8,039,816"
4/27/2014,Colisoes,Moto,"-34,935,783","-8,091,384"
4/27/2014,Colisoes,Moto,"-34,923,128","-8,073,836"
4/28/2014,Ciclistas,Ciclista,"-3,487,157","-8,063,261"
4/28/2014,Colisoes,Onibus,"-34,957,981","-8,040,618"
4/28/2014,Colisoes,Moto,"-34,930,344","-798,941"
4/28/2014,Colisoes,Moto,"-34,924,518","-810,755"
4/28/2014,Colisoes,Moto,"-34,908,864","-8,034,297"
4/28/2014,Colisoes,Moto,"-34,919,738","-8,032,502"
4/28/2014,Colisoes,Taxi,"-34,918,346","-8,027,102"
4/28/2014,Colisoes,Moto,"-34,895,947","-8,076,454"
4/28/2014,Colisoes,Moto,"-34,878,733","-8,039,885"
4/28/2014,Colisoes,Moto,"-34,905,742","-8,026,011"
4/28/2014,Colisoes,Moto,"-34,892,042","-8,071,552"
4/28/2014,Colisoes,Moto,"-34,883,856","-8,070,946"
4/28/2014,Colisoes,Moto,"-34,884,167","-8,022,207"
4/29/2014,Colisoes,Moto,"-34,880,186","-8,053,971"
4/29/2014,Colisoes,Moto,"-34,907,247","-8,058,916"
4/29/2014,Colisoes,Ciclomotor,"-3,490,457","-8,053,801"
4/29/2014,Colisoes,Taxi,"-34,885,218","-8,073,321"
4/29/2014,Colisoes,Moto,"-34,911,547","-802,413"
4/29/2014,Colisoes,Moto,"-34,880,401","-805,429"
4/30/2014,Colisoes,Moto,"-34,890,132","-8,033,166"
4/30/2014,Colisoes,Ciclomotor,"-34,913,124","-8,076,406"
4/30/2014,Colisoes,Moto,"-34,916,439","-8,133,647"
4/30/2014,Colisoes,Moto,"-34,876,335","-8,071,164"
4/30/2014,Colisoes,Moto,"-34,928,606","-8,084,787"
5/1/2014,Atropelamentos,Pedestre,"-34,891,436","-8,074,967"
5/1/2014,Colisoes,Ciclomotor,"-349,191","-8,065,168"
5/1/2014,Colisoes,Moto,"-34,940,536","-8,115,729"
5/1/2014,Colisoes,Moto,"-34,924,132","-7,998,749"
5/2/2014,Atropelamentos,Acidente com animal,"-34,925,666","-8,140,508"
5/2/2014,Colisoes,Moto,"-348,904","-8,036,894"
5/2/2014,Colisoes,Moto,"-3,492,669","-807,263"
5/2/2014,Colisoes,Táxi,"-34,895,968","-8,070,596"
5/2/2014,Colisoes,Caminhão,"-34,885,942","-8,095,617"
5/2/2014,Colisoes,Moto,"-34,901,376","-8,064,817"
5/2/2014,Colisoes,Moto,"-34,914,835","-8,013,379"
5/2/2014,Colisoes,Moto,"-34,940,976","-80,188"
5/2/2014,Colisoes,Moto,"-3,493,706","-8,041,627"
5/3/2014,Colisoes,Moto,"-34,889,681","-810,541"
5/3/2014,Colisoes,Moto,"-34,888,249","-804,432"
5/3/2014,Colisoes,Moto,"-34,918,692","-8,077,224"
5/3/2014,Colisoes,Táxi,"-34,962,852","-8,036,884"
5/3/2014,Colisoes,Moto,"-34,950,106","-8,034,329"
5/3/2014,Colisoes,Moto,"-34,904,755","-8,141,113"
5/3/2014,Colisoes,Ônibus,"-34,938,991","-8,092,627"
5/3/2014,Colisoes,Moto,"-34,901,204","-8,130,503"
5/4/2014,Ciclistas,Ciclista,"-34,910,817","-8,055,984"
5/4/2014,Colisoes,Táxi,"-34,886,795","-8,060,781"
5/4/2014,Colisoes,Moto,"-34,911,633","-8,025,809"
5/5/2014,Atropelamentos,Pedestre,"-34,937,924","-8,053,408"
5/5/2014,Colisoes,Moto,"-34,910,696","-80,477"
5/5/2014,Colisoes,Moto,"-34,875,441","-8,069,536"
5/5/2014,Colisoes,Moto,"-34,926,422","-8,112,048"
5/5/2014,Colisoes,Moto,"-34,893,101","-8,026,863"
5/5/2014,Colisoes,Moto,"-34,878,505","-8,071,826"
5/5/2014,Colisoes,Moto,"-34,912,249","-8,106,244"
5/6/2014,Atropelamentos,Pedestre,"-34,916,192","-8,131,475"
5/6/2014,Atropelamentos,Pedestre,"-34,914,024","-803,657"
5/6/2014,Colisoes,Moto,"-34,916,965","-8,037,914"
5/6/2014,Colisoes,Ciclomotor,"-3,491,299","-8,114,613"
5/6/2014,Colisoes,Moto,"-34,892,251","-8,078,329"
5/6/2014,Colisoes,Moto,"-34,907,368","-8,075,684"
5/6/2014,Colisoes,Moto,"-34,895,496","-8,066,586"
5/6/2014,Colisoes,Moto,"-34,914,266","-8,107,141"
5/6/2014,Colisoes,Moto,"-34,898,103","-8,056,569"
5/6/2014,Colisoes,Ciclomotor,"-34,901,011","-8,030,058"
5/6/2014,Colisoes,Moto,"-34,895,735","-8,065,193"
5/7/2014,Colisoes,Moto,"-34,905,831","-8,077,798"
5/7/2014,Colisoes,Moto,"-34,957,922","-8,029,872"
5/7/2014,Colisoes,Moto,"-34,888,064","-8,072,981"
5/7/2014,Colisoes,Moto,"-34,934,759","-805,174"
5/7/2014,Colisoes,Moto,"-34,897,143","-8,023,546"
5/7/2014,Colisoes,Moto,"-34,886,484","-80,214"
5/8/2014,Atropelamentos,Pedestre,"-3,493,059","-8,070,224"
5/8/2014,Colisoes,Moto,"-34,906,799","-8,035,821"
5/8/2014,Colisoes,Ciclomotor,"-34,919,913","-8,080,926"
5/9/2014,Ciclistas,Ciclista,"-34,951,367","-8,033,585"
5/9/2014,Atropelamentos,Pedestre,"-34,906,147","-8,080,231"
5/9/2014,Colisoes,Moto,"-34,885,175","-8,033,426"
5/9/2014,Colisoes,Ciclomotor,"-34,904,063","-8,027,153"
5/9/2014,Colisoes,Moto,"-34,918,166","-8,065,455"
5/9/2014,Colisoes,Moto,"-34,913,843","-8,058,274"
5/9/2014,Colisoes,Moto,"-34,932,125","-8,051,709"
5/9/2014,Colisoes,Moto,"-34,932,586","-8,088,261"
5/9/2014,Colisoes,Ônibus,"-34,892,948","-8,048,681"
5/9/2014,Colisoes,Moto,"-34,904,552","-802,685"
5/9/2014,Colisoes,Moto,"-3,491,016","-8,037,633"
5/9/2014,Colisoes,Moto,"-34,883,502","-8,038,716"
5/9/2014,Colisoes,Moto,"-34,908,768","-8,051,921"
5/10/2014,Atropelamentos,Pedestre,"-34,935,542","-8,064,113"
5/10/2014,Colisoes,Moto,"-349,261","-8,109,048"
5/10/2014,Colisoes,Moto,"-34,950,876","-8,016,415"
5/10/2014,Colisoes,Ciclomotor,"-34,892,165","-8,031,819"
5/10/2014,Colisoes,Moto,"-34,953,888","-8,084,288"
5/10/2014,Colisoes,Moto,"-34,896,516","-8,072,572"
5/10/2014,Colisoes,Moto,"-34,921,036","-8,081,006"
5/11/2014,Colisoes,Táxi,"-34,919,325","-8,001,235"
5/11/2014,Colisoes,Moto,"-34,923,531","-8,052,819"
5/11/2014,Colisoes,Moto,"-3,490,364","-8,026,266"
5/11/2014,Colisoes,Moto,"-34,906,386","-8,144,448"
5/11/2014,Colisoes,Moto,"-34,941,716","-8,117,354"
5/12/2014,Atropelamentos,Pedestre,"-34,956,629","-809,063"
5/12/2014,Colisoes,Moto,"-34,882,112","-8,059,997"
5/12/2014,Colisoes,Moto,"-34,908,761","-8,048,708"
5/12/2014,Colisoes,Moto,"-34,891,787","-8,033,444"
5/12/2014,Colisoes,Ciclomotor,"-34,908,999","-8,143,179"
5/12/2014,Colisoes,Moto,"-34,943,036","-8,077,086"
5/12/2014,Colisoes,Moto,"-34,913,003","-81,023"
5/13/2014,Colisoes,Moto,"-34,883,837","-8,066,481"
5/13/2014,Colisoes,Moto,"-34,928,949","-8,053,493"
5/13/2014,Colisoes,Moto,"-34,941,936","-8,117,773"
5/13/2014,Colisoes,Moto,"-34,949,076","-8,115,267"
5/13/2014,Colisoes,Ciclomotor,"-34,939,254","-8,059,028"
5/14/2014,Ciclistas,Ciclista,"-34,902,776","-8,132,754"
5/14/2014,Atropelamentos,Pedestre,"-34,899,445","-8,056,717"
5/14/2014,Atropelamentos,Pedestre,"-34,908,328","-806,947"
5/14/2014,Colisoes,Táxi,"-34,910,324","-8,062,321"
5/14/2014,Colisoes,Moto,"-34,917,458","-8,111,183"
5/14/2014,Colisoes,Moto,"-34,908,521","-8,068,896"
5/15/2014,Atropelamentos,Pedestre,"-3,488,558","-8,056,847"
5/15/2014,Colisoes,Moto,"-34,917,372","-8,037,909"
5/15/2014,Colisoes,Moto,"-3,488,421","-8,070,707"
5/15/2014,Colisoes,Táxi,"-34,912,695","-8,134,953"
5/15/2014,Colisoes,Moto,"-34,910,645","-8,033,256"
5/16/2014,Atropelamentos,Pedestre,"-34,908,795","-8,123,079"
5/16/2014,Atropelamentos,Pedestre,"-34,887,047","-8,006,967"
5/16/2014,Colisoes,Moto,"-34,883,743","-8,052,627"
5/16/2014,Colisoes,Moto,"-34,938,658","-809,252"
5/16/2014,Colisoes,Moto,"-34,898,785","-8,047,162"
5/16/2014,Colisoes,Moto,"-34,880,626","-8,046,418"
5/16/2014,Colisoes,Moto,"-34,899,262","-8,039,194"
5/16/2014,Colisoes,Moto,"-34,897,926","-8,058,879"
5/16/2014,Colisoes,Moto,"-34,935,848","-8,138,622"
5/16/2014,Colisoes,Moto,"-34,918,419","-8,121,586"
5/17/2014,Atropelamentos,Pedestre,"-34,906,298","-8,077,285"
5/17/2014,Atropelamentos,Pedestre,"-34,916,466","-8,062,409"
5/17/2014,Colisoes,Moto,"-34,884,076","-8,011,105"
5/17/2014,Colisoes,Moto,"-34,932,457","-8,021,591"
5/17/2014,Colisoes,Moto,"-34,911,139","-8,141,156"
5/17/2014,Colisoes,Ciclomotor,"-3,492,227","-8,113,408"
5/17/2014,Colisoes,Táxi,"-34,897,513","-8,123,928"
5/17/2014,Colisoes,Táxi,"-34,909,176","-8,143,078"
5/18/2014,Atropelamentos,Pedestre,"-34,903,798","-8,080,034"
5/18/2014,Colisoes,Moto,"-34,912,137","-8,109,972"
5/18/2014,Colisoes,Moto,"-34,876,815","-8,064,193"
5/18/2014,Colisoes,Moto,"-34,921,637","-8,020,837"
5/18/2014,Colisoes,Táxi,"-34,889,853","-8,008,003"
5/18/2014,Colisoes,Moto,"-34,896,124","-8,122,335"
5/18/2014,Colisoes,Táxi,"-349,163","-8,132,128"
5/18/2014,Colisoes,Moto,"-34,908,264","-8,152,158"
5/19/2014,Ciclistas,Ciclista,"-34,909,422","-8,028,831"
5/19/2014,Colisoes,Táxi,"-34,884,644","-8,032,873"
5/19/2014,Colisoes,Moto,"-34,917,802","-8,024,765"
5/19/2014,Colisoes,Moto,"-34,955,932","-8,113,206"
5/19/2014,Colisoes,Ciclomotor,"-34,913,424","-804,807"
5/19/2014,Colisoes,Moto,"-34,916,367","-8,075,543"
5/19/2014,Colisoes,Ônibus,"-3,489,422","-8,077,171"
5/19/2014,Colisoes,Moto,"-34,934,785","-8,090,396"
5/20/2014,Atropelamentos,Pedestre,"-34,895,732","-8,051,879"
5/20/2014,Colisoes,Moto,"-34,889,719","-8,074,409"
5/20/2014,Colisoes,Moto,"-34,903,886","-8,122,962"
5/20/2014,Colisoes,Moto,"-34,920,462","-8,140,996"
5/20/2014,Colisoes,Moto,"-34,887,729","-8,051,576"
5/20/2014,Colisoes,Moto,"-34,887,415","-8,039,917"
5/21/2014,Atropelamentos,Pedestre,"-3,492,823","-8,100,232"
5/21/2014,Colisoes,Moto,"-34,879,006","-8,022,335"
5/21/2014,Colisoes,Moto,"-34,878,899","-8,039,534"
5/21/2014,Colisoes,Ciclomotor,"-34,913,086","-8,120,036"
5/21/2014,Colisoes,Moto,"-34,943,822","-8,120,484"
5/21/2014,Colisoes,Moto,"-3,492,146","-803,418"
5/21/2014,Colisoes,Moto,"-34,948,797","-8,091,803"
5/21/2014,Colisoes,Ciclomotor,"-34,943,698","-8,122,627"
5/22/2014,Atropelamentos,Pedestre,"-34,921,975","-8,025,198"
5/22/2014,Colisoes,Ciclomotor,"-34,895,255","-8,056,234"
5/22/2014,Colisoes,Moto,"-34,901,376","-8,114,959"
5/22/2014,Colisoes,Moto,"-34,902,835","-8,133,036"
5/22/2014,Colisoes,Moto,"-34,925,789","-8,107,736"
5/22/2014,Colisoes,Moto,"-3,493,103","-8,062,119"
5/23/2014,Colisoes,Moto,"-34,875,157","-8,067,723"
5/23/2014,Colisoes,Moto,"-34,880,845","-8,034,581"
5/23/2014,Colisoes,Táxi,"-34,879,897","-8,051,624"
5/23/2014,Colisoes,Moto,"-34,894,343","-8,113,939"
5/23/2014,Colisoes,Moto,"-34,972,277","-8,037,511"
5/24/2014,Ciclistas,Ciclista,"-34,878,692","-8,060,454"
5/24/2014,Atropelamentos,Pedestre,"-34,919,068","-8,056,744"
5/24/2014,Atropelamentos,Pedestre,"-34,883,491","-8,088,638"
5/24/2014,Colisoes,Ônibus,"-34,939,291","-8,095,266"
5/24/2014,Colisoes,Moto,"-3,496,371","-8,090,436"
5/24/2014,Colisoes,Moto,"-34,897,964","-8,125,113"
