data,tipo,detalhes,longitude,latitude
12/8/2014,Motocicletas,Moto,"-34,906,327","-8,081,826"
12/8/2014,Ciclomotores,Ciclomotor,"-34,921,192","-8,045,818"
12/8/2014,Autom�veis,Táxi,"-34,916,013","-8,131,321"
12/8/2014,Autom�veis,Táxi,"-34,914,666","-8,080,698"
12/9/2014,Motocicletas,Moto,"-34,897,264","-8,077,771"
12/9/2014,Outros,Ônibus,"-34,891,342","-8,037,659"
12/9/2014,Pedestres,Pedestre,"-34,898,153","-8,057,465"
12/9/2014,Pedestres,Pedestre,"-34,889,225","-8,044,973"
12/9/2014,Pedestres,Pedestre,"-3,490,615","-8,025,838"
12/9/2014,Pedestres,Pedestre,"-34,906,874","-8,030,163"
12/10/2014,Motocicletas,Moto,"-34,902,838","-80,615"
12/10/2014,Motocicletas,Moto,"-34,888,394","-8,085,451"
12/10/2014,Motocicletas,Moto,"-34,903,586","-8,045,483"
12/10/2014,Motocicletas,Moto,"-34,882,091","-8,050,115"
12/11/2014,Motocicletas,Moto,"-3,489,195","-8,016,987"
12/11/2014,Motocicletas,Moto,"-34,878,043","-8,049,039"
12/11/2014,Motocicletas,Moto,"-34,882,328","-807,015"
12/11/2014,Motocicletas,Moto,"-34,897,814","-8,077,976"
12/11/2014,Motocicletas,Moto,"-34,898,275","-8,043,954"
12/11/2014,Motocicletas,Moto,"-34,905,383","-807,834"
12/11/2014,Motocicletas,Moto,"-34,881,248","-8,048,962"
12/12/2014,Motocicletas,Moto,"-349,007","-8,067,576"
12/12/2014,Motocicletas,Moto,"-34,964,461","-8,093,774"
12/12/2014,Motocicletas,Moto,"-34,922,552","-8,081,672"
12/12/2014,Ciclomotores,Ciclomotor,"-34,885,405","-8,072,934"
12/12/2014,Pedestres,Pedestre,"-3,487,078","-8,038,977"
12/13/2014,Motocicletas,Moto,"-34,958,898","-8,029,192"
12/13/2014,Motocicletas,Moto,"-3,490,781","-8,087,892"
12/13/2014,Motocicletas,Moto,"-34,884,985","-8,073,329"
12/13/2014,Motocicletas,Moto,"-3,488,918","-803,614"
12/13/2014,Motocicletas,Moto,"-34,883,788","-8,060,109"
12/13/2014,Motocicletas,Moto,"-34,900,185","-8,124,705"
12/13/2014,Motocicletas,Moto,"-34,922,305","-8,055,899"
12/13/2014,Outros,Caminhão,"-34,879,996","-8,062,937"
12/13/2014,Ciclomotores,Ciclomotor,"-34,905,587","-8,033,836"
12/13/2014,Pedestres,Pedestre,"-34,897,326","-8,062,422"
12/13/2014,Pedestres,Pedestre,"-34,938,664","-8,119,977"
12/14/2014,Motocicletas,Moto,"-34,925,736","-8,060,491"
12/14/2014,Motocicletas,Moto,"-34,957,775","-8,030,217"
12/14/2014,Motocicletas,Moto,"-34,942,612","-8,118,769"
12/14/2014,Motocicletas,Moto,"-34,915,983","-8,131,806"
12/14/2014,Motocicletas,Moto,"-34,889,861","-8,027,593"
12/14/2014,Motocicletas,Moto,"-34,908,103","-8,071,144"
12/14/2014,Motocicletas,Moto,"-34,903,994","-8,058,443"
12/14/2014,Motocicletas,Moto,"-34,955,704","-8,022,467"
12/14/2014,Ciclomotores,Ciclomotor,"-34,931,738","-802,192"
12/14/2014,Ciclomotores,Ciclomotor,"-34,878,278","-8,062,679"
12/14/2014,Autom�veis,Táxi,"-3,491,355","-8,134,794"
